Unnamed: 0,month,town,flat_type,block,street_name,storey_range,floor_area_sqm,flat_model,lease_commence_date,remaining_lease,resale_price,remaining_lease_year,month_extract,year_extract,flat_type_room,flat_model_cat,storey_range_cat,town_cat,latitude,longitude
0,2017-01,ANG MO KIO,4 ROOM,588C,ANG MO KIO ST 52,13 TO 15,90.0,DBSS,2011,93 years 08 months,688000.0,93.66666666666669,1,2017,4,1,4,2,1.3718687,103.85348335
1,2017-01,ANG MO KIO,4 ROOM,588D,ANG MO KIO ST 52,19 TO 21,91.0,DBSS,2011,93 years 07 months,730000.0,93.58333333333331,1,2017,4,1,6,2,1.372107,103.8558472
2,2017-01,ANG MO KIO,4 ROOM,588D,ANG MO KIO ST 52,22 TO 24,91.0,DBSS,2011,93 years 07 months,756000.0,93.58333333333331,1,2017,4,1,7,2,1.372107,103.8558472
3,2017-01,ANG MO KIO,5 ROOM,588A,ANG MO KIO ST 52,10 TO 12,112.0,DBSS,2011,93 years 07 months,770000.0,93.58333333333331,1,2017,5,1,3,2,1.3720898,103.85269347839709
4,2017-01,ANG MO KIO,5 ROOM,310A,ANG MO KIO AVE 1,10 TO 12,121.0,Improved,2012,94 years 08 months,832000.0,94.66666666666669,1,2017,5,2,3,2,1.36495585,103.8438180100004
5,2017-01,BEDOK,4 ROOM,220B,BEDOK CTRL,10 TO 12,97.0,Model A,2010,92 years 04 months,671000.0,92.33333333333331,1,2017,4,3,3,3,1.3255396,103.93449480974203
6,2017-01,BEDOK,5 ROOM,219C,BEDOK CTRL,13 TO 15,112.0,Improved,2010,92 years 04 months,795000.0,92.33333333333331,1,2017,5,2,4,3,1.3248322,103.93355969492296
7,2017-01,BISHAN,4 ROOM,275A,BISHAN ST 24,34 TO 36,95.0,DBSS,2011,93 years 07 months,808000.0,93.58333333333331,1,2017,4,1,11,4,1.35673585,103.8433771625958
8,2017-01,BISHAN,5 ROOM,275A,BISHAN ST 24,04 TO 06,120.0,DBSS,2011,93 years 08 months,830000.0,93.66666666666669,1,2017,5,1,1,4,1.35673585,103.8433771625958
9,2017-01,BUKIT MERAH,3 ROOM,80C,TELOK BLANGAH ST 31,13 TO 15,68.0,Premium Apartment,2013,95 years 07 months,580000.0,95.58333333333331,1,2017,3,4,4,6,1.2735167,103.8072500075511
10,2017-01,BUKIT MERAH,3 ROOM,54,HAVELOCK RD,22 TO 24,69.0,Model A,2013,95 years 04 months,650000.0,95.33333333333331,1,2017,3,3,7,6,52.45271875,-1.849228621518274
11,2017-01,BUKIT MERAH,4 ROOM,80A,TELOK BLANGAH ST 31,04 TO 06,95.0,Premium Apartment,2013,95 years 08 months,648000.0,95.66666666666669,1,2017,4,4,1,6,1.2736569,103.80656804316428
12,2017-01,BUKIT MERAH,4 ROOM,80A,TELOK BLANGAH ST 31,04 TO 06,95.0,Premium Apartment,2013,95 years 07 months,680000.0,95.58333333333331,1,2017,4,4,1,6,1.2736569,103.80656804316428
13,2017-01,BUKIT MERAH,4 ROOM,80A,TELOK BLANGAH ST 31,04 TO 06,95.0,Premium Apartment,2013,95 years 07 months,688000.0,95.58333333333331,1,2017,4,4,1,6,1.2736569,103.80656804316428
14,2017-01,BUKIT MERAH,4 ROOM,57,HAVELOCK RD,28 TO 30,89.0,Model A,2013,95 years 04 months,790000.0,95.33333333333331,1,2017,4,3,9,6,-37.6772416,175.1574024
16,2017-01,BUKIT PANJANG,3 ROOM,458,SEGAR RD,13 TO 15,68.0,Premium Apartment,2012,94 years 10 months,325000.0,94.83333333333331,1,2017,3,4,4,7,1.3880210000000002,103.77131921795876
17,2017-01,BUKIT PANJANG,4 ROOM,455,SEGAR RD,07 TO 09,93.0,Premium Apartment,2012,94 years 10 months,410000.0,94.83333333333331,1,2017,4,4,2,7,1.3881298,103.7716257
18,2017-01,CENTRAL AREA,4 ROOM,1C,CANTONMENT RD,04 TO 06,93.0,Type S1,2011,93 years,788000.0,93.0,1,2017,4,6,1,8,1.27743925,103.8416672
19,2017-01,CENTRAL AREA,4 ROOM,1F,CANTONMENT RD,04 TO 06,95.0,Type S1,2011,93 years,818000.0,93.0,1,2017,4,6,1,8,1.2759757,103.84120937106636
22,2017-01,CLEMENTI,3 ROOM,418,CLEMENTI AVE 1,13 TO 15,70.0,Model A,2013,95 years 08 months,528000.0,95.66666666666669,1,2017,3,3,4,10,1.31015975,103.7701752713724
23,2017-01,HOUGANG,2 ROOM,986A,BUANGKOK CRES,10 TO 12,47.0,Model A,2012,94 years 04 months,252000.0,94.33333333333331,1,2017,2,3,3,12,1.38191795,103.8799351
24,2017-01,JURONG EAST,4 ROOM,22,TEBAN GDNS RD,19 TO 21,92.0,Model A,2013,95 years 09 months,450000.0,95.75,1,2017,4,3,6,13,1.32278185,103.73978960230096
25,2017-01,JURONG EAST,4 ROOM,22,TEBAN GDNS RD,25 TO 27,92.0,Model A,2013,95 years 08 months,475000.0,95.66666666666669,1,2017,4,3,8,13,1.32278185,103.73978960230096
26,2017-01,JURONG WEST,4 ROOM,337A,TAH CHING RD,19 TO 21,92.0,Model A,2010,92 years 03 months,470000.0,92.25,1,2017,4,3,6,14,1.3377330500000002,103.72276792152472
27,2017-01,JURONG WEST,4 ROOM,337A,TAH CHING RD,19 TO 21,92.0,Model A,2010,92 years 03 months,470000.0,92.25,1,2017,4,3,6,14,1.3377330500000002,103.72276792152472
28,2017-01,KALLANG/WHAMPOA,4 ROOM,38C,BENDEMEER RD,07 TO 09,89.0,Model A,2012,94 years 04 months,610000.0,94.33333333333331,1,2017,4,3,2,15,1.3211985,103.86682617446594
29,2017-01,KALLANG/WHAMPOA,4 ROOM,38D,BENDEMEER RD,16 TO 18,89.0,Model A,2012,94 years 04 months,686000.0,94.33333333333331,1,2017,4,3,5,15,1.3217506,103.86680736617852
30,2017-01,KALLANG/WHAMPOA,5 ROOM,9,BOON KENG RD,04 TO 06,115.0,DBSS,2011,93 years 11 months,858000.0,93.91666666666669,1,2017,5,1,1,15,1.31605155,103.86133085459376
32,2017-01,PUNGGOL,4 ROOM,614A,EDGEFIELD PLAINS,01 TO 03,92.0,Model A,2012,95 years,408000.0,95.0,1,2017,4,3,0,17,1.4013995,103.9094513
33,2017-01,PUNGGOL,4 ROOM,270A,PUNGGOL FIELD,01 TO 03,97.0,Premium Apartment,2013,95 years,415000.0,95.0,1,2017,4,4,0,17,1.40402545,103.8997521642408
34,2017-01,PUNGGOL,4 ROOM,613A,PUNGGOL DR,01 TO 03,93.0,Model A,2012,94 years 11 months,422800.0,94.91666666666669,1,2017,4,3,0,17,1.3980262,103.9187696
35,2017-01,PUNGGOL,4 ROOM,615B,EDGEFIELD PLAINS,04 TO 06,92.0,Model A,2012,94 years 11 months,424000.0,94.91666666666669,1,2017,4,3,1,17,1.4013995,103.9094513
36,2017-01,PUNGGOL,4 ROOM,602A,PUNGGOL CTRL,04 TO 06,93.0,Model A,2012,94 years 06 months,430000.0,94.5,1,2017,4,3,1,17,1.40347825,103.9070073463236
37,2017-01,PUNGGOL,4 ROOM,613D,PUNGGOL DR,07 TO 09,93.0,Model A,2012,94 years 11 months,438000.0,94.91666666666669,1,2017,4,3,2,17,1.4038703,103.90878698729448
38,2017-01,PUNGGOL,4 ROOM,269C,PUNGGOL FIELD,04 TO 06,93.0,Premium Apartment,2013,95 years,439988.0,95.0,1,2017,4,4,1,17,1.40374655,103.89864297532552
39,2017-01,PUNGGOL,4 ROOM,601A,PUNGGOL CTRL,07 TO 09,93.0,Model A,2012,94 years 06 months,440000.0,94.5,1,2017,4,3,2,17,1.4024843,103.90755895496648
40,2017-01,PUNGGOL,4 ROOM,614B,EDGEFIELD PLAINS,16 TO 18,97.0,Model A,2012,94 years 11 months,468000.0,94.91666666666669,1,2017,4,3,5,17,1.40305615,103.91008930173136
41,2017-01,PUNGGOL,4 ROOM,601C,PUNGGOL CTRL,13 TO 15,94.0,Model A,2012,94 years 07 months,470000.0,94.58333333333331,1,2017,4,3,4,17,1.40278245,103.90802482340636
42,2017-01,PUNGGOL,4 ROOM,268D,PUNGGOL FIELD,13 TO 15,93.0,Premium Apartment,2013,95 years 01 month,485000.0,95.08333333333331,1,2017,4,4,4,17,1.4025016,103.899369
43,2017-01,PUNGGOL,4 ROOM,305D,PUNGGOL DR,04 TO 06,93.0,Premium Apartment,2012,94 years 06 months,500000.0,94.5,1,2017,4,4,1,17,1.3980262,103.9187696
44,2017-01,PUNGGOL,4 ROOM,270A,PUNGGOL FIELD,01 TO 03,97.0,Premium Apartment,2013,95 years,508000.0,95.0,1,2017,4,4,0,17,1.40402545,103.8997521642408
45,2017-01,PUNGGOL,4 ROOM,289B,PUNGGOL PL,10 TO 12,99.0,Premium Apartment,2013,95 years 02 months,510000.0,95.16666666666669,1,2017,4,4,3,17,1.4064548,103.906375
46,2017-01,PUNGGOL,4 ROOM,289B,PUNGGOL PL,13 TO 15,98.0,Premium Apartment,2013,95 years 02 months,518000.0,95.16666666666669,1,2017,4,4,4,17,1.4064548,103.906375
47,2017-01,PUNGGOL,4 ROOM,289A,PUNGGOL PL,07 TO 09,98.0,Premium Apartment,2013,95 years 02 months,520000.0,95.16666666666669,1,2017,4,4,2,17,1.4064548,103.906375
48,2017-01,PUNGGOL,4 ROOM,268D,PUNGGOL FIELD,13 TO 15,99.0,Premium Apartment,2013,95 years,525000.0,95.0,1,2017,4,4,4,17,1.4025016,103.899369
49,2017-01,PUNGGOL,4 ROOM,274C,PUNGGOL PL,07 TO 09,93.0,Premium Apartment,2013,95 years 06 months,530000.0,95.5,1,2017,4,4,2,17,1.4033597,103.90206876758845
50,2017-01,PUNGGOL,4 ROOM,269B,PUNGGOL FIELD,13 TO 15,97.0,Premium Apartment,2013,95 years,538000.0,95.0,1,2017,4,4,4,17,1.4034122,103.89868316256096
51,2017-01,PUNGGOL,4 ROOM,302A,PUNGGOL PL,13 TO 15,93.0,Premium Apartment,2011,93 years 02 months,550000.0,93.16666666666669,1,2017,4,4,4,17,1.4064548,103.906375
52,2017-01,PUNGGOL,4 ROOM,614B,EDGEFIELD PLAINS,16 TO 18,97.0,Model A,2012,94 years 11 months,468000.0,94.91666666666669,1,2017,4,3,5,17,1.40305615,103.91008930173136
53,2017-01,PUNGGOL,4 ROOM,601C,PUNGGOL CTRL,13 TO 15,94.0,Model A,2012,94 years 07 months,470000.0,94.58333333333331,1,2017,4,3,4,17,1.40278245,103.90802482340636
54,2017-01,PUNGGOL,5 ROOM,617C,PUNGGOL DR,07 TO 09,113.0,Premium Apartment,2013,95 years 08 months,498888.0,95.66666666666669,1,2017,5,4,2,17,1.40192215,103.9125164732976
55,2017-01,PUNGGOL,5 ROOM,617B,PUNGGOL DR,07 TO 09,118.0,Premium Apartment,2013,95 years 08 months,518888.0,95.66666666666669,1,2017,5,4,2,17,1.40213245,103.91220891361915
56,2017-01,PUNGGOL,5 ROOM,617C,PUNGGOL DR,16 TO 18,118.0,Premium Apartment,2013,95 years 08 months,558000.0,95.66666666666669,1,2017,5,4,5,17,1.40192215,103.9125164732976
57,2017-01,PUNGGOL,5 ROOM,270B,PUNGGOL FIELD,04 TO 06,116.0,Premium Apartment,2013,95 years 01 month,580000.0,95.08333333333331,1,2017,5,4,1,17,1.4041611,103.89932767954544
58,2017-01,PUNGGOL,5 ROOM,273C,PUNGGOL PL,10 TO 12,114.0,Premium Apartment,2013,95 years 06 months,598000.0,95.5,1,2017,5,4,3,17,1.4022354,103.901273676367
59,2017-01,PUNGGOL,5 ROOM,268A,PUNGGOL FIELD,07 TO 09,113.0,Premium Apartment,2013,95 years,600000.0,95.0,1,2017,5,4,2,17,1.4025016,103.899369
60,2017-01,PUNGGOL,5 ROOM,267B,PUNGGOL FIELD,01 TO 03,115.0,Premium Apartment,2013,95 years,608000.0,95.0,1,2017,5,4,0,17,1.4025016,103.899369
61,2017-01,PUNGGOL,5 ROOM,270C,PUNGGOL FIELD,13 TO 15,113.0,Premium Apartment,2013,95 years,630000.0,95.0,1,2017,5,4,4,17,1.4042572,103.89877514710687
62,2017-01,QUEENSTOWN,4 ROOM,23,GHIM MOH LINK,28 TO 30,92.0,Model A,2013,95 years 03 months,705000.0,95.25,1,2017,4,3,9,18,1.3087603,103.78608887143942
63,2017-01,SEMBAWANG,4 ROOM,489,ADMIRALTY LINK,04 TO 06,96.0,Model A,2010,92 years 07 months,363000.0,92.58333333333331,1,2017,4,3,1,19,1.4550756,103.81686057668044
64,2017-01,SENGKANG,2 ROOM,441B,FERNVALE RD,19 TO 21,50.0,Model A,2012,94 years 02 months,273000.0,94.16666666666669,1,2017,2,3,6,20,1.3912318,103.87466216864996
65,2017-01,SENGKANG,3 ROOM,441A,FERNVALE RD,10 TO 12,69.0,Model A,2012,94 years 01 month,342000.0,94.08333333333331,1,2017,3,3,3,20,1.3912104,103.8753123966421
66,2017-01,SENGKANG,3 ROOM,445B,FERNVALE RD,10 TO 12,67.0,Model A,2012,94 years 10 months,345000.0,94.83333333333331,1,2017,3,3,3,20,1.3922707,103.87404304633176
67,2017-01,SENGKANG,3 ROOM,445A,FERNVALE RD,13 TO 15,67.0,Model A,2012,94 years 10 months,348000.0,94.83333333333331,1,2017,3,3,4,20,1.3922286,103.8742255322274
68,2017-01,SENGKANG,3 ROOM,211D,COMPASSVALE LANE,10 TO 12,68.0,Model A,2013,95 years 01 month,360000.0,95.08333333333331,1,2017,3,3,3,20,1.38561945,103.89969830297898
69,2017-01,SENGKANG,3 ROOM,211C,COMPASSVALE LANE,16 TO 18,68.0,Model A,2013,95 years 02 months,365000.0,95.16666666666669,1,2017,3,3,5,20,1.38526315,103.89918960780244
70,2017-01,SENGKANG,4 ROOM,211A,COMPASSVALE LANE,01 TO 03,93.0,Model A,2013,95 years 01 month,390000.0,95.08333333333331,1,2017,4,3,0,20,1.3847390000000002,103.89940927569236
71,2017-01,SENGKANG,4 ROOM,446C,JLN KAYU,04 TO 06,93.0,Model A,2013,95 years 10 months,393888.0,95.83333333333331,1,2017,4,3,1,20,1.39227205,103.87351725367463
72,2017-01,SENGKANG,4 ROOM,208A,COMPASSVALE LANE,13 TO 15,92.0,Model A,2011,93 years 10 months,415000.0,93.83333333333331,1,2017,4,3,4,20,1.38446915,103.8984812557137
73,2017-01,SENGKANG,4 ROOM,434A,FERNVALE RD,10 TO 12,94.0,Premium Apartment,2013,95 years 05 months,420000.0,95.41666666666669,1,2017,4,4,3,20,1.39439525,103.87640327165045
74,2017-01,SENGKANG,4 ROOM,211A,COMPASSVALE LANE,04 TO 06,93.0,Model A,2013,95 years 02 months,421000.0,95.16666666666669,1,2017,4,3,1,20,1.3847390000000002,103.89940927569236
75,2017-01,SENGKANG,4 ROOM,410B,FERNVALE RD,13 TO 15,95.0,Premium Apartment,2012,94 years 10 months,422000.0,94.83333333333331,1,2017,4,4,4,20,1.3897982999999998,103.87618126554986
76,2017-01,SENGKANG,4 ROOM,441A,FERNVALE RD,16 TO 18,92.0,Model A,2012,94 years 01 month,428000.0,94.08333333333331,1,2017,4,3,5,20,1.3912104,103.8753123966421
77,2017-01,SENGKANG,4 ROOM,445B,FERNVALE RD,07 TO 09,94.0,Model A,2012,94 years 10 months,430000.0,94.83333333333331,1,2017,4,3,2,20,1.3922707,103.87404304633176
78,2017-01,SENGKANG,4 ROOM,210C,COMPASSVALE LANE,04 TO 06,93.0,Model A,2013,95 years 01 month,430000.0,95.08333333333331,1,2017,4,3,1,20,1.3843386999999998,103.89936276434848
79,2017-01,SENGKANG,4 ROOM,211A,COMPASSVALE LANE,13 TO 15,95.0,Model A,2013,95 years 01 month,435000.0,95.08333333333331,1,2017,4,3,4,20,1.3847390000000002,103.89940927569236
80,2017-01,SENGKANG,4 ROOM,213B,COMPASSVALE LANE,10 TO 12,98.0,Premium Apartment,2012,94 years 09 months,435000.0,94.75,1,2017,4,4,3,20,1.3853668,103.8975417
81,2017-01,SENGKANG,4 ROOM,436B,FERNVALE RD,16 TO 18,96.0,Model A,2010,92 years 02 months,439888.0,92.16666666666669,1,2017,4,3,5,20,1.39283015,103.87686562982182
82,2017-01,SENGKANG,4 ROOM,411B,FERNVALE RD,25 TO 27,96.0,Premium Apartment,2012,94 years 10 months,440000.0,94.83333333333331,1,2017,4,4,8,20,1.39014345,103.8770638816185
83,2017-01,SENGKANG,4 ROOM,212B,COMPASSVALE DR,16 TO 18,100.0,Premium Apartment,2012,94 years 09 months,445000.0,94.75,1,2017,4,4,5,20,1.3863027,103.90052654666718
84,2017-01,SENGKANG,4 ROOM,213B,COMPASSVALE LANE,07 TO 09,95.0,Premium Apartment,2012,94 years 09 months,445000.0,94.75,1,2017,4,4,2,20,1.3853668,103.8975417
85,2017-01,SENGKANG,4 ROOM,211D,COMPASSVALE LANE,10 TO 12,93.0,Model A,2013,95 years 01 month,450000.0,95.08333333333331,1,2017,4,3,3,20,1.38561945,103.89969830297898
86,2017-01,SENGKANG,4 ROOM,211D,COMPASSVALE LANE,13 TO 15,95.0,Model A,2013,95 years 01 month,450000.0,95.08333333333331,1,2017,4,3,4,20,1.38561945,103.89969830297898
87,2017-01,SENGKANG,4 ROOM,210A,COMPASSVALE LANE,04 TO 06,93.0,Model A,2013,95 years 01 month,455000.0,95.08333333333331,1,2017,4,3,1,20,1.3848976,103.89992793730224
88,2017-01,SENGKANG,4 ROOM,271C,SENGKANG CTRL,04 TO 06,93.0,Premium Apartment,2010,92 years 04 months,495000.0,92.33333333333331,1,2017,4,4,1,20,1.3850562,103.89449643063016
89,2017-01,SENGKANG,5 ROOM,435A,FERNVALE RD,07 TO 09,113.0,Premium Apartment,2013,95 years 05 months,515000.0,95.41666666666669,1,2017,5,4,2,20,1.3933702,103.87654055
90,2017-01,TAMPINES,2 ROOM,299A,TAMPINES ST 22,01 TO 03,45.0,Model A,2012,94 years 02 months,250000.0,94.16666666666669,1,2017,2,3,0,21,1.3501339,103.95437944559544
91,2017-01,TAMPINES,3 ROOM,299A,TAMPINES ST 22,07 TO 09,65.0,Model A,2012,94 years 02 months,355000.0,94.16666666666669,1,2017,3,3,2,21,1.3501339,103.95437944559544
92,2017-01,YISHUN,2 ROOM,451,YISHUN RING RD,04 TO 06,47.0,Model A,2012,94 years 08 months,235000.0,94.66666666666669,1,2017,2,3,1,24,1.422088,103.84462469996056
93,2017-01,YISHUN,3 ROOM,454,YISHUN ST 41,07 TO 09,67.0,Model A,2013,95 years 07 months,315000.0,95.58333333333331,1,2017,3,3,2,24,1.41990885,103.84510269856574
94,2017-01,YISHUN,3 ROOM,454,YISHUN ST 41,07 TO 09,67.0,Model A,2013,95 years 07 months,317000.0,95.58333333333331,1,2017,3,3,2,24,1.41990885,103.84510269856574
95,2017-01,YISHUN,4 ROOM,443,YISHUN AVE 11,01 TO 03,92.0,Model A,2012,94 years 06 months,378000.0,94.5,1,2017,4,3,0,24,1.4236023,103.8495581
96,2017-01,YISHUN,4 ROOM,450,YISHUN RING RD,04 TO 06,92.0,Model A,2012,94 years 07 months,400000.0,94.58333333333331,1,2017,4,3,1,24,1.4221732,103.84413985202704
97,2017-01,YISHUN,4 ROOM,454,YISHUN ST 41,07 TO 09,93.0,Model A,2013,95 years 07 months,410000.0,95.58333333333331,1,2017,4,3,2,24,1.41990885,103.84510269856574
98,2017-01,YISHUN,4 ROOM,449,YISHUN RING RD,04 TO 06,96.0,Model A,2012,94 years 07 months,416000.0,94.58333333333331,1,2017,4,3,1,24,1.42266925,103.84415773091727
99,2017-02,ANG MO KIO,3 ROOM,308B,ANG MO KIO AVE 1,04 TO 06,70.0,Model A,2012,94 years 07 months,405000.0,94.58333333333331,2,2017,3,3,1,2,1.36526025,103.84442547424987
100,2017-02,ANG MO KIO,3 ROOM,310C,ANG MO KIO AVE 1,04 TO 06,70.0,Model A,2012,94 years 08 months,495000.0,94.66666666666669,2,2017,3,3,1,2,1.3646663,103.84486928188798
101,2017-02,BEDOK,3 ROOM,219D,BEDOK CTRL,04 TO 06,69.0,Model A,2010,92 years 03 months,425000.0,92.25,2,2017,3,3,1,3,1.3249138,103.93370485333332
102,2017-02,BISHAN,4 ROOM,273A,BISHAN ST 24,13 TO 15,95.0,DBSS,2011,93 years 06 months,765000.0,93.5,2,2017,4,1,4,4,1.35638725,103.84393683957724
103,2017-02,BISHAN,4 ROOM,275A,BISHAN ST 24,22 TO 24,95.0,DBSS,2011,93 years 07 months,788888.0,93.58333333333331,2,2017,4,1,7,4,1.35673585,103.8433771625958
104,2017-02,BISHAN,4 ROOM,273A,BISHAN ST 24,25 TO 27,95.0,DBSS,2011,93 years 07 months,790000.0,93.58333333333331,2,2017,4,1,8,4,1.35638725,103.84393683957724
105,2017-02,BISHAN,5 ROOM,275A,BISHAN ST 24,01 TO 03,120.0,DBSS,2011,93 years 07 months,840000.0,93.58333333333331,2,2017,5,1,0,4,1.35673585,103.8433771625958
108,2017-02,BUKIT MERAH,3 ROOM,80C,TELOK BLANGAH ST 31,34 TO 36,68.0,Premium Apartment,2013,95 years 06 months,570000.0,95.5,2,2017,3,4,11,6,1.2735167,103.8072500075511
109,2017-02,BUKIT MERAH,3 ROOM,57,HAVELOCK RD,22 TO 24,69.0,Model A,2013,95 years 03 months,583000.0,95.25,2,2017,3,3,7,6,-37.6772416,175.1574024
110,2017-02,BUKIT MERAH,4 ROOM,52,HAVELOCK RD,31 TO 33,89.0,Model A,2013,95 years 03 months,795888.0,95.25,2,2017,4,3,10,6,52.45272315,-1.849163504341726
111,2017-02,BUKIT MERAH,5 ROOM,56,HAVELOCK RD,01 TO 03,114.0,Improved,2013,95 years 03 months,840000.0,95.25,2,2017,5,2,0,6,52.4527144,-1.84929377412
114,2017-02,BUKIT PANJANG,4 ROOM,458,SEGAR RD,07 TO 09,93.0,Premium Apartment,2012,94 years 09 months,412000.0,94.75,2,2017,4,4,2,7,1.3880210000000002,103.77131921795876
115,2017-02,BUKIT PANJANG,4 ROOM,458,SEGAR RD,10 TO 12,93.0,Premium Apartment,2012,94 years 09 months,413000.0,94.75,2,2017,4,4,3,7,1.3880210000000002,103.77131921795876
116,2017-02,BUKIT PANJANG,4 ROOM,455,SEGAR RD,13 TO 15,93.0,Premium Apartment,2012,94 years 09 months,423000.0,94.75,2,2017,4,4,4,7,1.3881298,103.7716257
117,2017-02,CENTRAL AREA,4 ROOM,1E,CANTONMENT RD,04 TO 06,93.0,Type S1,2011,92 years 11 months,793000.0,92.91666666666669,2,2017,4,6,1,8,1.2766102,103.84115963216873
118,2017-02,CENTRAL AREA,4 ROOM,1D,CANTONMENT RD,07 TO 09,95.0,Type S1,2011,92 years 11 months,805000.0,92.91666666666669,2,2017,4,6,2,8,1.2769187,103.84149595
119,2017-02,CENTRAL AREA,4 ROOM,1C,CANTONMENT RD,04 TO 06,96.0,Type S1,2011,92 years 11 months,825000.0,92.91666666666669,2,2017,4,6,1,8,1.27743925,103.8416672
120,2017-02,CENTRAL AREA,4 ROOM,1E,CANTONMENT RD,10 TO 12,93.0,Type S1,2011,92 years 11 months,835000.0,92.91666666666669,2,2017,4,6,3,8,1.2766102,103.84115963216873
121,2017-02,CHOA CHU KANG,4 ROOM,476B,CHOA CHU KANG AVE 5,10 TO 12,92.0,Model A,2013,95 years 05 months,400000.0,95.41666666666669,2,2017,4,3,3,9,1.37704675,103.7376158922925
122,2017-02,CHOA CHU KANG,4 ROOM,476C,CHOA CHU KANG AVE 5,13 TO 15,92.0,Model A,2013,95 years 05 months,403300.0,95.41666666666669,2,2017,4,3,4,9,1.3773428,103.73796871494488
123,2017-02,CLEMENTI,4 ROOM,418,CLEMENTI AVE 1,04 TO 06,100.0,Model A,2013,95 years 07 months,678000.0,95.58333333333331,2,2017,4,3,1,10,1.31015975,103.7701752713724
124,2017-02,HOUGANG,3 ROOM,986A,BUANGKOK CRES,10 TO 12,67.0,Model A,2012,94 years 04 months,315000.0,94.33333333333331,2,2017,3,3,3,12,1.38191795,103.8799351
125,2017-02,HOUGANG,3 ROOM,986A,BUANGKOK CRES,10 TO 12,67.0,Model A,2012,94 years 03 months,325000.0,94.25,2,2017,3,3,3,12,1.38191795,103.8799351
126,2017-02,HOUGANG,3 ROOM,986B,BUANGKOK CRES,10 TO 12,67.0,Model A,2012,94 years 04 months,330000.0,94.33333333333331,2,2017,3,3,3,12,1.3822798500000002,103.88013707556334
127,2017-02,JURONG EAST,2 ROOM,23,TEBAN GDNS RD,25 TO 27,47.0,Model A,2013,95 years 08 months,230000.0,95.66666666666669,2,2017,2,3,8,13,1.3229101,103.7391379106306
128,2017-02,JURONG EAST,4 ROOM,21,TEBAN GDNS RD,25 TO 27,92.0,Model A,2013,95 years 07 months,460000.0,95.58333333333331,2,2017,4,3,8,13,1.323722,103.73945944875888
129,2017-02,KALLANG/WHAMPOA,4 ROOM,38A,BENDEMEER RD,01 TO 03,92.0,Model A,2012,94 years 03 months,638000.0,94.25,2,2017,4,3,0,15,1.3201502,103.8668455178284
130,2017-02,KALLANG/WHAMPOA,4 ROOM,38D,BENDEMEER RD,13 TO 15,89.0,Model A,2012,94 years 03 months,655000.0,94.25,2,2017,4,3,4,15,1.3217506,103.86680736617852
132,2017-02,PUNGGOL,4 ROOM,604B,PUNGGOL RD,01 TO 03,92.0,Model A,2012,94 years 07 months,368000.0,94.58333333333331,2,2017,4,3,0,17,1.4091997,103.9096751
133,2017-02,PUNGGOL,4 ROOM,603B,PUNGGOL RD,01 TO 03,93.0,Model A,2012,94 years 07 months,400000.0,94.58333333333331,2,2017,4,3,0,17,1.4091997,103.9096751
134,2017-02,PUNGGOL,4 ROOM,268C,PUNGGOL FIELD,01 TO 03,93.0,Premium Apartment,2013,94 years 11 months,408000.0,94.91666666666669,2,2017,4,4,0,17,1.4025016,103.899369
135,2017-02,PUNGGOL,4 ROOM,601C,PUNGGOL CTRL,04 TO 06,93.0,Model A,2012,94 years 05 months,418000.0,94.41666666666669,2,2017,4,3,1,17,1.40278245,103.90802482340636
136,2017-02,PUNGGOL,4 ROOM,603B,PUNGGOL RD,07 TO 09,93.0,Model A,2012,94 years 08 months,426000.0,94.66666666666669,2,2017,4,3,2,17,1.4091997,103.9096751
137,2017-02,PUNGGOL,4 ROOM,270A,PUNGGOL FIELD,01 TO 03,93.0,Premium Apartment,2013,94 years 11 months,426500.0,94.91666666666669,2,2017,4,4,0,17,1.40402545,103.8997521642408
138,2017-02,PUNGGOL,4 ROOM,613A,PUNGGOL DR,07 TO 09,93.0,Model A,2012,94 years 10 months,430000.0,94.83333333333331,2,2017,4,3,2,17,1.3980262,103.9187696
139,2017-02,PUNGGOL,4 ROOM,613C,PUNGGOL DR,07 TO 09,93.0,Model A,2012,94 years 10 months,438000.0,94.83333333333331,2,2017,4,3,2,17,1.40409795,103.90853774428004
140,2017-02,PUNGGOL,4 ROOM,617D,PUNGGOL DR,13 TO 15,95.0,Premium Apartment,2013,95 years 07 months,440800.0,95.58333333333331,2,2017,4,4,4,17,1.40169935,103.91283341535988
141,2017-02,PUNGGOL,4 ROOM,615A,EDGEFIELD PLAINS,13 TO 15,92.0,Model A,2012,94 years 10 months,445000.0,94.83333333333331,2,2017,4,3,4,17,1.4013995,103.9094513
142,2017-02,PUNGGOL,4 ROOM,612D,PUNGGOL DR,10 TO 12,93.0,Model A,2012,94 years 10 months,445000.0,94.83333333333331,2,2017,4,3,3,17,1.3980262,103.9187696
143,2017-02,PUNGGOL,4 ROOM,268C,PUNGGOL FIELD,07 TO 09,93.0,Premium Apartment,2013,94 years 11 months,465000.0,94.91666666666669,2,2017,4,4,2,17,1.4025016,103.899369
144,2017-02,PUNGGOL,4 ROOM,268C,PUNGGOL FIELD,04 TO 06,97.0,Premium Apartment,2013,94 years 11 months,475888.0,94.91666666666669,2,2017,4,4,1,17,1.4025016,103.899369
